category|answer|letter
1|nunić|N
1|nunic|N
1|nurkovac|N
1|nuštar|N
1|nustar|N
1|nabojine|N
1|nabom|N
1|nadgora|N
1|nadgrad|N
1|nadublje|N
1|nakičenovići|N
1|nakicenovici|N
1|nalježići|N
1|naljezici|N
1|nange|N
1|naplav|N
1|navotina|N
1|nedajno|N
1|nedakusi|N
1|negobratina|N
1|neodi|N
1|nerim|N
1|neviđen|N
1|nevidjen|N
1|nikmaraš|N
1|nikmaras|N
1|nikđokaj|N
1|nikdjokaj|N
1|nikezići|N
1|nikezici|N
1|nikoljac|N
1|nikonovac|N
1|nikovići|N
1|nikovici|N
1|ninkovići|N
1|ninkovici|N
1|ništice|N
1|nistice|N
1|nogulovići|N
1|nogulovici|N
1|nokte|N
1|norin|N
1|novapeć|N
1|novapec|N
1|novakovice|N
1|novakovićado|N
1|novakovicado|N
1|novoselje|N
1|novšići|N
1|novsici|N
1|nozdra|N
1|nožica|N
1|nozica|N
1|nudo|N
1|nugaborkovića|N
1|nugaborkovica|N
1|nugo|N
1|nabojina|N
1|nabožic|N
1|nabozic|N
1|nadbare|N
1|nadgaj|N
1|nadinići|N
1|nadinici|N
1|nadpolje|N
1|nahorevo|N
1|narančići|N
1|narancici|N
1|narat|N
1|naseoci|N
1|nasići|N
1|nasici|N
1|nazdrajićmahala|N
1|nazdrajicmahala|N
1|nazupci|N
1|naščenje|N
1|nascenje|N
1|nažbilj|N
1|nazbilj|N
1|nebogovine|N
1|nebočaj|N
1|nebocaj|N
1|necvijeće|N
1|necvijece|N
1|nedavić|N
1|nedavic|N
1|nehorići|N
1|nehorici|N
1|nekopi|N
1|nekudine|N
1|nenovići|N
1|nenovici|N
1|nepravdići|N
1|nepravdici|N
1|neprivaj|N
1|nerade|N
1|nerići|N
1|nerici|N
1|nevačka|N
1|nevacka|N
1|nevorići|N
1|nevorici|N
1|nezirovići|N
1|nezirovici|N
1|nezuci|N
1|neđarići|N
1|nedjarici|N
1|nikontići|N
1|nikontici|N
1|nišići|N
1|nisici|N
1|ništavci|N
1|nistavci|N
1|nogatido|N
1|nogačevići|N
1|nogacevici|N
1|novakasaba|N
1|novaljeskovača|N
1|novaljeskovaca|N
1|novalići|N
1|novalici|N
1|novidulići|N
1|novidulici|N
1|novišeher|N
1|noviseher|N
1|novkovićapalanka|N
1|novkovicapalanka|N
1|novoseoci|N
1|novčići|N
1|novcici|N
1|nuglašica|N
1|nuglasica|N
1|nuhići|N
1|nuhici|N
1|nansan|N
1|njukasl|NJ
1|njudelhi|NJ
1|njiređhaza|NJ
1|njiredjhaza|NJ
1|njujork|NJ
1|njuhejven|NJ
1|njuorleans|NJ
1|njitra|NJ
1|njuport|NJ
1|njegoševo|NJ
1|njegosevo|NJ
1|njegnjevo|NJ
1|njegovuđa|NJ
1|njegovudja|NJ
1|njegule|NJ
1|njegulovdo|NJ
1|njeguši|NJ
1|njegusi|NJ
1|njive|NJ
1|njivica|NJ
1|njeganovići|NJ
1|njeganovici|NJ
1|njemanica|NJ
1|njivak|NJ
1|njuhe|NJ
1|orhus|O
1|odense|O
1|olborg|O
1|osaka|O
1|otava|O
1|ošava|O
1|osava|O
1|ohrid|O
1|okland|O
1|ogbomošo|O
1|ogbomoso|O
1|oslo|O
1|olesund|O
1|omsk|O
1|ostin|O
1|oukland|O
1|ontario|O
1|omaha|O
1|oklahomasiti|O
1|oklahoma|O
1|orlando|O
1|omdurman|O
1|oksford|O
1|odesa|O
1|oulu|O
1|osijek|O
1|ostrva|O
1|olomouc|O
1|opatija|O
1|ovča|O
1|ovca|O
1|opovo|O
1|ostružnica|O
1|ostruznica|O
1|odžaci|O
1|odžak|O
1|odzaci|O
1|odzak|O
1|obrovac|O
1|ogulin|O
1|omiš|O
1|omis|O
1|opuzen|O
1|orahovica|O
1|oroslavje|O
1|otočac|O
1|otocac|O
1|otok|O
1|ozalj|O
1|ormož|O
1|ormoz|O
1|olovo|O
1|orašje|O
1|orasje|O
1|ofenbah|O
1|orahovac|O
1|orenburg|O
1|obajgora|O
1|obilićevisalaši|O
1|obilicevisalasi|O
1|oblačina|O
1|oblacina|O
1|obličkasena|O
1|oblickasena|O
1|obornjača|O
1|obornjaca|O
1|obražda|O
1|obrazda|O
1|obrenovac|O
1|obrež|O
1|obrez|O
1|obrtince|O
1|obrušce|O
1|obrusce|O
1|obrva|O
1|obršina|O
1|obrsina|O
1|obzir|O
1|odaje|O
1|odojeviće|O
1|odojevice|O
1|ogar|O
1|oglađenovac|O
1|ogladjenovac|O
1|ogoreljina|O
1|ograde|O
1|ogrenja|O
1|oholje|O
1|ojkovica|O
1|okletac|O
1|okose|O
1|okruglica|O
1|omatica|O
1|omoljica|O
1|opaljenik|O
1|oparić|O
1|oparic|O
1|oplanić|O
1|oplanic|O
1|oplatnići|O
1|oplatnici|O
1|opornica|O
1|orane|O
1|oraovica|O
1|orašac|O
1|orasac|O
1|oraše|O
1|orase|O
1|oreovac|O
1|oreovica|O
1|orešac|O
1|oresac|O
1|oreškovica|O
1|oreskovica|O
1|orešković|O
1|oreskovic|O
1|orid|O
1|orlja|O
1|orljaglava|O
1|orljane|O
1|orlje|O
1|orljevo|O
1|orlovac|O
1|orlovat|O
1|orlovica|O
1|orniče|O
1|ornice|O
1|orom|O
1|orovičkaplanina|O
1|orovickaplanina|O
1|oruglica|O
1|osaonica|O
1|osatica|O
1|osečenica|O
1|osecenica|O
1|osečina|O
1|osecina|O
1|osipaonica|O
1|osječenik|O
1|osjecenik|O
1|osladić|O
1|osladic|O
1|oslarci|O
1|oslare|O
1|osmakovo|O
1|osnić|O
1|osnic|O
1|osnićbukova|O
1|osnicbukova|O
1|osoje|O
1|osonica|O
1|ostatovica|O
1|ostojićevo|O
1|ostojicevo|O
1|ostraglava|O
1|ostrikovac|O
1|ostrovo|O
1|ostružanj|O
1|ostruzanj|O
1|ostrvo|O
1|otanj|O
1|otroci|O
1|ovsinjinac|O
1|ovsište|O
1|ovsiste|O
1|ovčarbanja|O
1|ovcarbanja|O
1|ovčinja|O
1|ovcinja|O
1|ozrem|O
1|očage|O
1|ocage|O
1|ošljane|O
1|osljane|O
1|oštrastijena|O
1|ostrastijena|O
1|oštrelj|O
1|ostrelj|O
1|obedišćeježevsko|O
1|obediscejezevsko|O
1|obljajac|O
1|obod|O
1|oborovo|O
1|obradovići|O
1|obradovici|O
1|obrežkalnički|O
1|obrezkalnicki|O
1|obrovacsinjski|O
1|obrovci|O
1|obrovnica|O
1|obuljeno|O
1|odra|O
1|odrasisačka|O
1|odrasisacka|O
1|odrljani|O
1|odža|O
1|odza|O
1|ogradak|O
1|ograđenice|O
1|ogradjenice|O
1|ogrebići|O
1|ogrebici|O
1|ogulinec|O
1|okić|O
1|okic|O
1|oklaj|O
1|oključna|O
1|okljucna|O
1|okmadžići|O
1|okmadzici|O
1|okreti|O
1|okrugdonji|O
1|okruggornji|O
1|okuje|O
1|okuklje|O
1|okučani|O
1|okucani|O
1|olib|O
1|omišalj|O
1|omisalj|O
1|opaljeneklade|O
1|opatijskitorovi|O
1|opačićadolina|O
1|opacicadolina|O
1|opački|O
1|opacki|O
1|oporovec|O
1|oprisavci|O
1|oprtalj|O
1|opsenjak|O
1|orahovlje|O
1|orbanići|O
1|orbanici|O
1|orebić|O
1|orebic|O
1|orehovica|O
1|orešje|O
1|oresje|O
1|orešnjak|O
1|oresnjak|O
1|orihi|O
1|oriovac|O
1|orle|O
1|orlec|O
1|orljavac|O
1|orolik|O
1|osekovo|O
1|osijekvojakovački|O
1|osijekvojakovacki|O
1|oskoruš|O
1|oskorus|O
1|osobjava|O
1|osojnik|O
1|osor|O
1|ostojići|O
1|ostojici|O
1|ostrovica|O
1|otan|O
1|otavice|O
1|otišić|O
1|otisic|O
1|otoknadobri|O
1|otokoštarijski|O
1|otokostarijski|O
1|otoktrn|O
1|otrić|O
1|otric|O
1|otrić-seoci|O
1|otricseoci|O
1|otruševec|O
1|otrusevec|O
1|ovrlje|O
1|ovčara|O
1|ovcara|O
1|ozrna|O
1|očestovo|O
1|ocestovo|O
1|očinjak|O
1|ocinjak|O
1|ošlje|O
1|oslje|O
1|oštarije|O
1|ostarije|O
1|oštarskistanovi|O
1|ostarskistanovi|O
1|oštra|O
1|ostra|O
1|oštrice|O
1|ostrice|O
1|oštruljevina|O
1|ostruljevina|O
1|ožićbašići|O
1|ozicbasici|O
1|ožići|O
1|ozici|O
1|obadovica|O
1|obalice|O
1|obarde|O
1|oblatno|O
1|obljaj|O
1|oblobrdo|O
1|oborci|O
1|obrov|O
1|obzovica|O
1|obzovik|O
1|ockagora|O
1|odolje|O
1|odoljen|O
1|odrin|O
1|odži|O
1|odzi|O
1|odžićaglavica|O
1|odzicaglavica|O
1|oglavina|O
1|ogorelovac|O
1|ogorjeloždrijelo|O
1|ogorjelozdrijelo|O
1|ograđenica|O
1|ogradjenica|O
1|okladi|O
1|okolišta|O
1|okolista|O
1|oluja|O
1|omar|O
1|omarić|O
1|omaric|O
1|omer-božovići|O
1|omerbozovici|O
1|omerovići|O
1|omerovici|O
1|omeđak|O
1|omedjak|O
1|opasanica|O
1|opatovo|O
1|opačac|O
1|opacac|O
1|opčine|O
1|opcine|O
1|orah|O
1|orahovića|O
1|orahovo|O
1|orasi|O
1|oračine|O
1|oracine|O
1|orašmala|O
1|orasmala|O
1|orašani|O
1|orasani|O
1|orevine|O
1|orjaluka|O
1|orlina|O
1|ornica|O
1|orovac|O
1|orovido|O
1|oselina|O
1|osječenica|O
1|osjecenica|O
1|osmanbegovoselo|O
1|osoja|O
1|osojniorah|O
1|osreci|O
1|osredina|O
1|ostros|O
1|ostružnje|O
1|ostruznje|O
1|ote|O
1|otilovići|O
1|otilovici|O
1|otočići|O
1|otocici|O
1|otročkovina|O
1|otrockovina|O
1|ovna|O
1|ovsine|O
1|ovčarevo|O
1|ovcarevo|O
1|ovčarica|O
1|ovcarica|O
1|ovčjido|O
1|ovcjido|O
1|ozeblido|O
1|ozrinići|O
1|ozrinici|O
1|oćevići|O
1|ocevici|O
1|očiba|O
1|ociba|O
1|očinići|O
1|ocinici|O
1|ožegovice|O
1|ozegovice|O
1|ožezi|O
1|ozezi|O
1|obadi|O
1|obale|O
1|obalj|O
1|obješenik|O
1|objesenik|O
1|oblabrda|O
1|obodnicadonja|O
1|obodnicagornja|O
1|obodnik|O
1|obojak|O
1|obradovac|O
1|obravnje|O
1|obre|O
1|obrijež|O
1|obrijez|O
1|obrnja|O
1|obudovac|O
1|odided|O
1|odrače|O
1|odrace|O
1|odska|O
1|odžakovići|O
1|odzakovici|O
1|odžinci|O
1|odzinci|O
1|oglavak|O
1|ograda|O
1|ogradica|O
1|ograđenovac|O
1|ogradjenovac|O
1|oklaji|O
1|okolište|O
1|okoliste|O
1|okrugla|O
1|okruglače|O
1|okruglace|O
1|okruglo|O
1|omarska|O
1|omazići|O
1|omazici|O
1|omerbegovača|O
1|omerbegovaca|O
1|omolje|O
1|opačić|O
1|opacic|O
1|opačka|O
1|opacka|O
1|opetci|O
1|ophoda|O
1|oplave|O
1|opletenalokva|O
1|oplećani|O
1|oplecani|O
1|opličići|O
1|oplicici|O
1|opravdići|O
1|opravdici|O
1|opsine|O
1|opsječko|O
1|opsjecko|O
1|orahovdo|O
1|orahova|O
1|orahovci|O
1|orahovicadonja|O
1|orahovice|O
1|orahovićagornja|O
1|orahovicagornja|O
1|oranido|O
1|oravci|O
1|orašine|O
1|orasine|O
1|orašjepovrš|O
1|orasjepovrs|O
1|orašjezupci|O
1|orasjezupci|O
1|oraškobrdo|O
1|oraskobrdo|O
1|orguz|O
1|orlac|O
1|orlište|O
1|orliste|O
1|orlovice|O
1|orlovopolje|O
1|ormanovpotok|O
1|orubica|O
1|oruče|O
1|oruce|O
1|osatnica|O
1|oselište|O
1|oseliste|O
1|osenik|O
1|osječak|O
1|osjecak|O
1|osječani|O
1|osjecani|O
1|osječanidonji|O
1|osjecanidonji|O
1|osječanigornji|O
1|osjecanigornji|O
1|oskova|O
1|osmaci|O
1|osmanlije|O
1|osmače|O
1|osmace|O
1|osojani|O
1|osojci|O
1|osojnestrane|O
1|osojnica|O
1|osredak|O
1|ostrlja|O
1|ostrožac|O
1|ostrozac|O
1|ostrožnica|O
1|ostroznica|O
1|ostruškacitonja|O
1|ostruskacitonja|O
1|ostružnjadonja|O
1|ostruznjadonja|O
1|ostružnjagornja|O
1|ostruznjagornja|O
1|ostružno|O
1|ostruzno|O
1|ostrvica|O
1|osve|O
1|oteležani|O
1|otelezani|O
1|otez|O
1|otigošće|O
1|otigosce|O
1|otinovci|O
1|otoka|O
1|otolež|O
1|otolez|O
1|ovlagija|O
1|ovčare|O
1|ovcare|O
1|ovčari|O
1|ovcari|O
1|ovčijibrod|O
1|ovcijibrod|O
1|ozerkovići|O
1|ozerkovici|O
1|ozimine|O
1|ozren|O
1|oćenovići|O
1|ocenovici|O
1|očenići|O
1|ocenici|O
1|očevlje|O
1|ocevlje|O
1|očigrije|O
1|ocigrije|O
1|ošnjak|O
1|osnjak|O
1|oštraluka|O
1|ostraluka|O
1|oštrić|O
1|ostric|O
1|ojpen|O
1|pančevo|P
1|pancevo|P
1|paraćin|P
1|paracin|P
1|peć|P
1|pec|P
1|pirot|P
1|požarevac|P
1|pozarevac|P
1|požega|P
1|pozega|P
1|priboj|P
1|prijepolje|P
1|priština|P
1|pristina|P
1|prizren|P
1|prokuplje|P
1|pert|P
1|portonovo|P
1|prijedor|P
1|plovdiv|P
1|portvila|P
1|patra|P
1|praja|P
1|petahtikva|P
1|palermo|P
1|padova|P
1|prato|P
1|parma|P
1|pretorija|P
1|pnompen|P
1|peking|P
1|pjongjang|P
1|panevežis|P
1|panevezis|P
1|pečuj|P
1|pecuj|P
1|prilep|P
1|portluis|P
1|puebla|P
1|palikir|P
1|pokhara|P
1|portharkort|P
1|panama|P
1|portmorsbi|P
1|poznanj|P
1|porto|P
1|perm|P
1|portviktorija|P
1|prešov|P
1|presov|P
1|portsmut|P
1|portland|P
1|pitsburg|P
1|paramaribo|P
1|pataja|P
1|portovspejn|P
1|piterboro|P
1|preston|P
1|pariz|P
1|portoprens|P
1|pula|P
1|podgorica|P
1|pljevlja|P
1|plav|P
1|prag|P
1|plzenj|P
1|palmademajorka|P
1|palić|P
1|palic|P
1|petrovaradin|P
1|petrovac|P
1|pinosava|P
1|prozor|P
1|plužine|P
1|pluzine|P
1|pag|P
1|pakrac|P
1|pazin|P
1|petrinja|P
1|pleternica|P
1|ploče|P
1|ploce|P
1|popovača|P
1|popovaca|P
1|poreč|P
1|porec|P
1|pregrada|P
1|prelog|P
1|ptuj|P
1|postojna|P
1|pale|P
1|posušje|P
1|posusje|P
1|prača|P
1|praca|P
1|prnjavor|P
1|preševo|P
1|presevo|P
1|podujevo|P
1|padalište|P
1|padaliste|P
1|padej|P
1|padež|P
1|padez|P
1|padina|P
1|padine|P
1|padinskaskela|P
1|padište|P
1|padiste|P
1|paestorci|P
1|paitljivci|P
1|pajazitovo|P
1|pajež|P
1|pajez|P
1|pajkovac|P
1|pajsak|P
1|pajsijević|P
1|pajsijevic|P
1|pakašnica|P
1|pakasnica|P
1|pakleštica|P
1|paklestica|P
1|paklje|P
1|pakovrače|P
1|pakovrace|P
1|palanka|P
1|paležnica|P
1|paleznica|P
1|paligrace|P
1|palikuća|P
1|palikuca|P
1|palilula|P
1|palisat|P
1|palja|P
1|paljane|P
1|paljevo|P
1|paljevštica|P
1|paljevstica|P
1|palještica|P
1|paljestica|P
1|paljuvi|P
1|palojce|P
1|pambukovica|P
1|panjak|P
1|panjevac|P
1|panjevica|P
1|panjevlje|P
1|pankovo|P
1|panojeviće|P
1|panojevice|P
1|pantelići|P
1|pantelici|P
1|papiće|P
1|papice|P
1|papratište|P
1|papratiste|P
1|papratna|P
1|parage|P
1|paramun|P
1|parcane|P
1|parcani|P
1|pardik|P
1|parmenac|P
1|parta|P
1|partljevica|P
1|parunovac|P
1|parčin|P
1|parcin|P
1|pasipoljana|P
1|pasjač|P
1|pasjac|P
1|paskašija|P
1|paskasija|P
1|paskovac|P
1|paune|P
1|paunkovci|P
1|pavitnjaci|P
1|pavićevac|P
1|pavicevac|P
1|pavlica|P
1|pavličina|P
1|pavlicina|P
1|pavliš|P
1|pavlis|P
1|pavlje|P
1|pavlovci|P
1|pavlovići|P
1|pavlovici|P
1|pavlovskamala|P
1|pavunkovci|P
1|pačarađa|P
1|pacaradja|P
1|pačarizi|P
1|pacarizi|P
1|pačir|P
1|pacir|P
1|pašinac|P
1|pasinac|P
1|paštrić|P
1|pastric|P
1|pear|P
1|pecka|P
1|pejinamahala|P
1|pejinović|P
1|pejinovic|P
1|pejići|P
1|pejici|P
1|pejkovac|P
1|pekedanci|P
1|pekovići|P
1|pekovici|P
1|pekčanica|P
1|pekcanica|P
1|pepelarci|P
1|pepelj|P
1|pepeljaci|P
1|perićakraj|P
1|pericakraj|P
1|periš|P
1|peris|P
1|perlez|P
1|perovićamala|P
1|perovicamala|P
1|perovići|P
1|perovici|P
1|pertate|P
1|perunika|P
1|perutina|P
1|perućac|P
1|perucac|P
1|pestenje|P
1|pestiš|P
1|pestis|P
1|petibor|P
1|petine|P
1|petka|P
1|petkovapad|P
1|petkovci|P
1|petkovica|P
1|petkovskamahala|P
1|petkovčiki|P
1|petkovciki|P
1|petlovača|P
1|petlovaca|P
1|petnica|P
1|petrijevo|P
1|petrilje|P
1|petrlaš|P
1|petrlas|P
1|petronijevići|P
1|petronijevici|P
1|petropolje|P
1|petrovići|P
1|petrovici|P
1|petrovoselo|P
1|petruša|P
1|petrusa|P
1|pećanci|P
1|pecanci|P
1|pećani|P
1|pecani|P
1|pećinci|P
1|pecinci|P
1|pećini|P
1|pecini|P
1|pečanica|P
1|pecanica|P
1|pečenjevce|P
1|pecenjevce|P
1|pečeno|P
1|peceno|P
1|pečenog|P
1|pecenog|P
1|pešetinovci|P
1|pesetinovci|P
1|peškopeja|P
1|peskopeja|P
1|pikavci|P
1|pikavsketrle|P
1|pilareta|P
1|pilatovići|P
1|pilatovici|P
1|piperkovamahala|P
1|pirkovac|P
1|piroman|P
1|piskalj|P
1|piskanja|P
1|piskopovce|P
1|piskupovo|P
1|pivnice|P
1|pišuklinci|P
1|pisuklinci|P
1|plandište|P
1|plandiste|P
1|plaskovac|P
1|platičevo|P
1|platicevo|P
1|plavce|P
1|plavilo|P
1|plavkovo|P
1|plavna|P
1|plačkovskamahala|P
1|plackovskamahala|P
1|plašče|P
1|plasce|P
1|plažane|P
1|plazane|P
1|plenibabe|P
1|plečići|P
1|plecici|P
1|pleš|P
1|ples|P
1|plešin|P
1|plesin|P
1|plijeskovo|P
1|pljakovo|P
1|pljačkovica|P
1|pljackovica|P
1|plješevci|P
1|pljesevci|P
1|ploča|P
1|ploca|P
1|pločarci|P
1|plocarci|P
1|pločarskamahala|P
1|plocarskamahala|P
1|pločica|P
1|plocica|P
1|plužina|P
1|pluzina|P
1|pobrđani|P
1|pobrdjani|P
1|pocerskimetković|P
1|pocerskimetkovic|P
1|pocerskipričinović|P
1|pocerskipricinovic|P
1|pocesje|P
1|podgorac|P
1|podgorci|P
1|podgrad|P
1|podina|P
1|podjavor|P
1|podkrš|P
1|podkrs|P
1|podlokanj|P
1|podnemić|P
1|podnemic|P
1|podosoje|P
1|podrimce|P
1|podstenjica|P
1|podunavci|P
1|podvis|P
1|podvrška|P
1|podvrska|P
1|poganovo|P
1|pogarevac|P
1|pogled|P
1|pojate|P
1|pokajnica|P
1|pokrevenik|P
1|polatna|P
1|poledice|P
1|poljaci|P
1|polje|P
1|poljna|P
1|poljskaržana|P
1|poljskarzana|P
1|polokce|P
1|polom|P
1|polomarci|P
1|polumir|P
1|pomijača|P
1|pomijaca|P
1|ponikovica|P
1|ponikve|P
1|ponorac|P
1|popadić|P
1|popadic|P
1|popinci|P
1|popiće|P
1|popice|P
1|popovdol|P
1|popova|P
1|popovamahala|P
1|popovce|P
1|popovci|P
1|popovica|P
1|popović|P
1|popovic|P
1|popovići|P
1|popovici|P
1|popovnjak|P
1|popovskamahala|P
1|popučke|P
1|popucke|P
1|popšica|P
1|popsica|P
1|porodin|P
1|poružnica|P
1|poruznica|P
1|poskurice|P
1|poslon|P
1|postalica|P
1|postenje|P
1|potkrš|P
1|potkrs|P
1|potkula|P
1|potočac|P
1|potocac|P
1|potočanje|P
1|potocanje|P
1|potočari|P
1|potocari|P
1|potočić|P
1|potocic|P
1|potpeć|P
1|potpec|P
1|potpeće|P
1|potpece|P
1|potporanj|P
1|potreb|P
1|potresje|P
1|potrkanje|P
1|pozlata|P
1|požegrmac|P
1|pozegrmac|P
1|požeženo|P
1|pozezeno|P
1|požežina|P
1|pozezina|P
1|prahovo|P
1|pralja|P
1|pranjani|P
1|pranjci|P
1|praskovče|P
1|praskovce|P
1|pravoševo|P
1|pravosevo|P
1|prašovići|P
1|prasovici|P
1|prebreza|P
1|predejane|P
1|predvorica|P
1|prekadin|P
1|prekašnica|P
1|prekasnica|P
1|prekodolce|P
1|prekodolskamahala|P
1|prekonoga|P
1|prekonozi|P
1|prekopeča|P
1|prekopeca|P
1|prekoplanskamahala|P
1|prekopuce|P
1|prekopčelica|P
1|prekopcelica|P
1|prekorađe|P
1|prekoradje|P
1|prekorečkamala|P
1|prekoreckamala|P
1|prekoriđanci|P
1|prekoridjanci|P
1|preljina|P
1|premeća|P
1|premeca|P
1|preobraženje|P
1|preobrazenje|P
1|presečina|P
1|presecina|P
1|preslap|P
1|preslapskamahala|P
1|prestojčevamahala|P
1|prestojcevamahala|P
1|pretežana|P
1|pretezana|P
1|pretina|P
1|pretoke|P
1|pretrešnja|P
1|pretresnja|P
1|pretrkovac|P
1|prevalac|P
1|prevetica|P
1|prevešt|P
1|prevest|P
1|prhovo|P
1|pribojvranjski|P
1|pribojskagoleša|P
1|pribojskagolesa|P
1|pribojskečelice|P
1|pribojskecelice|P
1|pribovce|P
1|pridolmahala|P
1|pridolskamahala|P
1|pridvorice|P
1|prigrevica|P
1|prijanovići|P
1|prijanovici|P
1|prijezdić|P
1|prijezdic|P
1|prilepac|P
1|prilike|P
1|prilipac|P
1|pripor|P
1|prisjan|P
1|prislonica|P
1|prisoje|P
1|prisojskamahala|P
1|privinaglava|P
1|pričevac|P
1|pricevac|P
1|pričević|P
1|pricevic|P
1|pričinović|P
1|pricinovic|P
1|prkosava|P
1|prlita|P
1|prljci|P
1|prnjavorjazački|P
1|prnjavorjazacki|P
1|progar|P
1|progorelica|P
1|progoreoci|P
1|prolesje|P
1|prolom|P
1|protopopinci|P
1|provalija|P
1|provaljenik|P
1|prozorak|P
1|pročovci|P
1|procovci|P
1|prošivalci|P
1|prosivalci|P
1|proštinac|P
1|prostinac|P
1|prugovac|P
1|prugovo|P
1|pružanj|P
1|pruzanj|P
1|pružatovac|P
1|pruzatovac|P
1|prvakutina|P
1|prvonek|P
1|przojne|P
1|prćenova|P
1|prcenova|P
1|prćilovica|P
1|prcilovica|P
1|pršini|P
1|prsini|P
1|pudarci|P
1|puhovac|P
1|pukovac|P
1|puljezi|P
1|puljinci|P
1|punderci|P
1|pustatušimlja|P
1|pustatusimlja|P
1|pustošilovo|P
1|pustosilovo|P
1|pustovlah|P
1|putinci|P
1|putnikovo|P
1|pšanik|P
1|psanik|P
1|pagubice|P
1|pajići|P
1|pajici|P
1|paklina|P
1|pakoštane|P
1|pakostane|P
1|pakrani|P
1|palanjek|P
1|palanjekpokupski|P
1|palančani|P
1|palancani|P
1|palača|P
1|palaca|P
1|palešnik|P
1|palesnik|P
1|palinovec|P
1|paljebrdo|P
1|paljuv|P
1|palovec|P
1|pandžići|P
1|pandzici|P
1|panjani|P
1|papići|P
1|papici|P
1|papučići|P
1|papucici|P
1|parlovi|P
1|partizanskadrežnica|P
1|partizanskadreznica|P
1|paruževec|P
1|paruzevec|P
1|parčić|P
1|parcic|P
1|pasadur|P
1|pasikovci|P
1|pasjak|P
1|patrlji|P
1|paukovac|P
1|paukovec|P
1|paulindvor|P
1|paunovac|P
1|pavić|P
1|pavic|P
1|pavići|P
1|pavici|P
1|pavičići|P
1|pavicici|P
1|pavlanci|P
1|pavlinovići|P
1|pavlinovici|P
1|pavlovac|P
1|pavlovcipožeški|P
1|pavlovcipozeski|P
1|pavlovecgradečki|P
1|pavlovecgradecki|P
1|pavlovecvrbovecki|P
1|pavlovec-zabočki|P
1|pavloveczabocki|P
1|paz|P
1|pačetin|P
1|pacetin|P
1|pađene|P
1|padjene|P
1|pašinpotok|P
1|pasinpotok|P
1|pašići|P
1|pasici|P
1|pašman|P
1|pasman|P
1|pejkovići|P
1|pejkovici|P
1|pejnovići|P
1|pejnovici|P
1|pekeči|P
1|pekeci|P
1|pekići|P
1|pekici|P
1|peklenica|P
1|pende|P
1|penići|P
1|penici|P
1|peovo|P
1|pepelana|P
1|peraki|P
1|peranovići|P
1|peranovici|P
1|peresiji|P
1|perinovići|P
1|perinovici|P
1|perić|P
1|peric|P
1|perići|P
1|perici|P
1|peričići|P
1|pericici|P
1|periši|P
1|perisi|P
1|perišići|P
1|perisici|P
1|perjasica|P
1|perković|P
1|perkovic|P
1|perkovići|P
1|perkovici|P
1|permani|P
1|pernat|P
1|peroj|P
1|peruća|P
1|peruca|P
1|peruši|P
1|perusi|P
1|perušić|P
1|perusic|P
1|perušićbenkovački|P
1|perusicbenkovacki|P
1|peruški|P
1|peruski|P
1|pervani|P
1|peršaves|P
1|persaves|P
1|petehi|P
1|peteranec|P
1|petina|P
1|petkovići|P
1|petkovici|P
1|petlovac|P
1|petrcane|P
1|petrijanec|P
1|petrijevci|P
1|petrinjci|P
1|petričevići|P
1|petricevici|P
1|petrovapoljana|P
1|petrovacmikleuški|P
1|petrovacmikleuski|P
1|petrovcy|P
1|petrovec|P
1|petrovija|P
1|petrovina|P
1|petrovinaturopoljska|P
1|petrovsko|P
1|peurače|P
1|peurace|P
1|pezelj|P
1|peša|P
1|pesa|P
1|peše|P
1|pese|P
1|pešići|P
1|pesici|P
1|peščenica|P
1|pescenica|P
1|peščenik|P
1|pescenik|P
1|pijavičino|P
1|pijavicino|P
1|pilipovići|P
1|pilipovici|P
1|pilje|P
1|pinezići|P
1|pinezici|P
1|pinizelić|P
1|pinizelic|P
1|pirakovecvrbovečki|P
1|pirakovecvrbovecki|P
1|pirovac|P
1|pisak|P
1|pisarovina|P
1|pitomača|P
1|pitomaca|P
1|pitovskaplaža|P
1|pitovskaplaza|P
1|pivare|P
1|pivci|P
1|pivnica|P
1|pićan|P
1|pican|P
1|pičeti|P
1|piceti|P
1|piškorevci|P
1|piskorevci|P
1|pištelek|P
1|pistelek|P
1|pištet|P
1|pistet|P
1|pješčanizaton|P
1|pjescanizaton|P
1|plana|P
1|planjane|P
1|platak|P
1|plavić|P
1|plavic|P
1|plavnik|P
1|plavča-draga|P
1|plavcadraga|P
1|plavšići|P
1|plavsici|P
1|plazibat|P
1|plaški|P
1|plaski|P
1|pleići|P
1|pleici|P
1|plesmo|P
1|pleso|P
1|pletikosić|P
1|pletikosic|P
1|pletikosići|P
1|pletikosici|P
1|plešce|P
1|plesce|P
1|pleševoselo|P
1|plesevoselo|P
1|plešteni|P
1|plesteni|P
1|plitvicalakes|P
1|plitvina|P
1|plitvičkiljeskovac|P
1|plitvickiljeskovac|P
1|plomin|P
1|plovanija|P
1|pločice|P
1|plocice|P
1|plužnice|P
1|pluznice|P
1|pobjenik|P
1|pobrežje|P
1|pobrezje|P
1|pocrnići|P
1|pocrnici|P
1|pocrnja|P
1|pocrnje|P
1|poddebeljačom|P
1|poddebeljacom|P
1|podobale|P
1|podaca|P
1|podadraga|P
1|podastine|P
1|podastrana|P
1|podbablje|P
1|podbrdo|P
1|podbrest|P
